support,itemsets,combo_size,segment,combo
0.003964050165738304,"frozenset({'VietMode RP-11', 'VietMode RP-12'})",2,Activewear,VietMode RP-11 + VietMode RP-12
0.0038786180500973927,"frozenset({'HanoiStreet RP-42', 'HanoiStreet RP-41'})",2,Activewear,HanoiStreet RP-41 + HanoiStreet RP-42
0.0038786180500973927,"frozenset({'VietMode RP-31', 'VietMode RP-32'})",2,Activewear,VietMode RP-31 + VietMode RP-32
0.003844445203841028,"frozenset({'VietMode RP-88', 'VietMode RP-87'})",2,Activewear,VietMode RP-87 + VietMode RP-88
0.0036735809725592043,"frozenset({'HanoiStreet RP-34', 'HanoiStreet RP-33'})",2,Activewear,HanoiStreet RP-33 + HanoiStreet RP-34
0.003656494549431022,"frozenset({'VietMotion RP-37', 'VietMotion RP-38'})",2,Activewear,VietMotion RP-37 + VietMotion RP-38
0.00363940812630284,"frozenset({'VietMode RP-82', 'VietMode RP-81'})",2,Activewear,VietMode RP-81 + VietMode RP-82
0.003605235280046475,"frozenset({'MekongFit RP-50', 'MekongFit RP-49'})",2,Activewear,MekongFit RP-49 + MekongFit RP-50
0.0035368895875337457,"frozenset({'VietMode RP-75', 'VietMode RP-76'})",2,Activewear,VietMode RP-75 + VietMode RP-76
0.0033660253562519224,"frozenset({'VietMode RP-46', 'VietMode RP-45'})",2,Activewear,VietMode RP-45 + VietMode RP-46
0.003263506817482828,"frozenset({'VietMode RP-35', 'VietMode RP-36'})",2,Activewear,VietMode RP-35 + VietMode RP-36
0.0032464203943546456,"frozenset({'UrbanVN RP-02', 'UrbanVN RP-01'})",2,Activewear,UrbanVN RP-01 + UrbanVN RP-02
0.0032122475480982813,"frozenset({'UrbanVN RP-12', 'UrbanVN RP-11'})",2,Activewear,UrbanVN RP-11 + UrbanVN RP-12
0.003109729009329187,"frozenset({'VietMode RP-21', 'VietMode RP-22'})",2,Activewear,VietMode RP-21 + VietMode RP-22
0.0030755561630728223,"frozenset({'VietMode RP-39', 'VietMode RP-40'})",2,Activewear,VietMode RP-39 + VietMode RP-40
0.0030413833168164576,"frozenset({'HanoiStreet RP-78', 'HanoiStreet RP-77'})",2,Activewear,HanoiStreet RP-77 + HanoiStreet RP-78
0.0027850869698937226,"frozenset({'UrbanVN RP-34', 'UrbanVN RP-33'})",2,Activewear,UrbanVN RP-33 + UrbanVN RP-34
0.0026825684311246284,"frozenset({'MekongFit RP-52', 'MekongFit RP-51'})",2,Activewear,MekongFit RP-51 + MekongFit RP-52
0.0024433585073300756,"frozenset({'VietMode RP-42', 'VietMode RP-41'})",2,Activewear,VietMode RP-41 + VietMode RP-42
0.002426272084201893,"frozenset({'VietMode RP-05', 'VietMode RP-06'})",2,Activewear,VietMode RP-05 + VietMode RP-06
0.002375012814817346,"frozenset({'MekongFit RP-16', 'MekongFit RP-15'})",2,Activewear,MekongFit RP-15 + MekongFit RP-16
0.002375012814817346,"frozenset({'MekongFit RP-56', 'MekongFit RP-55'})",2,Activewear,MekongFit RP-55 + MekongFit RP-56
0.002357926391689164,"frozenset({'MekongFit RP-36', 'MekongFit RP-35'})",2,Activewear,MekongFit RP-35 + MekongFit RP-36
0.0022383214297918876,"frozenset({'UrbanVN RP-24', 'UrbanVN RP-23'})",2,Activewear,UrbanVN RP-23 + UrbanVN RP-24
0.002204148583535523,"frozenset({'UrbanVN RP-56', 'UrbanVN RP-55'})",2,Activewear,UrbanVN RP-55 + UrbanVN RP-56
0.002204148583535523,"frozenset({'VietMode RP-24', 'VietMode RP-23'})",2,Activewear,VietMode RP-23 + VietMode RP-24
0.0020503707753818817,"frozenset({'UrbanVN RP-41', 'UrbanVN RP-42'})",2,Activewear,UrbanVN RP-41 + UrbanVN RP-42
0.00196493865974097,"frozenset({'MekongFit RP-27', 'MekongFit RP-28'})",2,Activewear,MekongFit RP-27 + MekongFit RP-28
0.001930765813484605,"frozenset({'VietMode RP-16', 'VietMode RP-15'})",2,Activewear,VietMode RP-15 + VietMode RP-16
0.0018111608515873287,"frozenset({'VietMode RP-99', 'VietMode RP-00'})",2,Activewear,VietMode RP-00 + VietMode RP-99
0.0016232101971773228,"frozenset({'VietMode RP-19', 'VietMode RP-20'})",2,Activewear,VietMode RP-19 + VietMode RP-20
0.0015890373509209583,"frozenset({'VietMode RP-85', 'VietMode RP-86'})",2,Activewear,VietMode RP-85 + VietMode RP-86
0.0014694323890236819,"frozenset({'VietMode RP-28', 'VietMode RP-27'})",2,Activewear,VietMode RP-27 + VietMode RP-28
0.0014523459658954995,"frozenset({'VietMode MP-22', 'VietMode MP-21'})",2,Activewear,VietMode MP-21 + VietMode MP-22
0.0014352595427673171,"frozenset({'UrbanVN RP-14', 'UrbanVN RP-13'})",2,Activewear,UrbanVN RP-13 + UrbanVN RP-14
0.0013669138502545876,"frozenset({'VietMode MP-20', 'VietMode MP-19'})",2,Activewear,VietMode MP-19 + VietMode MP-20
0.0012643953114854936,"frozenset({'MekongFit RP-14', 'MekongFit RP-13'})",2,Activewear,MekongFit RP-13 + MekongFit RP-14
0.0010935310802036701,"frozenset({'UrbanVN RP-15', 'UrbanVN RP-16'})",2,Activewear,UrbanVN RP-15 + UrbanVN RP-16
0.0010593582339473054,"frozenset({'MekongFit RP-58', 'MekongFit RP-57'})",2,Activewear,MekongFit RP-57 + MekongFit RP-58
0.0010422718108191232,"frozenset({'HanoiStreet RP-27', 'HanoiStreet RP-28'})",2,Activewear,HanoiStreet RP-27 + HanoiStreet RP-28
0.058823529411764705,"frozenset({'DragonWear MA-03', 'DragonWear MA-08'})",2,All-weather,DragonWear MA-03 + DragonWear MA-08
0.058823529411764705,"frozenset({'DragonWear MA-03', 'MekongFit MA-11'})",2,All-weather,DragonWear MA-03 + MekongFit MA-11
0.058823529411764705,"frozenset({'DragonWear MA-08', 'DragonWear MA-26'})",2,All-weather,DragonWear MA-08 + DragonWear MA-26
0.058823529411764705,"frozenset({'DragonWear MA-26', 'MekongFit MA-01'})",2,All-weather,DragonWear MA-26 + MekongFit MA-01
0.058823529411764705,"frozenset({'DragonWear MA-26', 'UrbanVN MA-02'})",2,All-weather,DragonWear MA-26 + UrbanVN MA-02
0.058823529411764705,"frozenset({'UrbanVN MA-09', 'DragonWear MA-26'})",2,All-weather,DragonWear MA-26 + UrbanVN MA-09
0.058823529411764705,"frozenset({'MekongFit MA-02', 'DragonWear MA-36'})",2,All-weather,DragonWear MA-36 + MekongFit MA-02
0.058823529411764705,"frozenset({'HanoiStreet MA-09', 'UrbanVN MA-08'})",2,All-weather,HanoiStreet MA-09 + UrbanVN MA-08
0.058823529411764705,"frozenset({'HanoiStreet MA-09', 'VietMode MA-22'})",2,All-weather,HanoiStreet MA-09 + VietMode MA-22
0.058823529411764705,"frozenset({'MekongFit MA-11', 'MekongFit MA-01'})",2,All-weather,MekongFit MA-01 + MekongFit MA-11
0.058823529411764705,"frozenset({'MekongFit MA-05', 'MekongFit MA-03'})",2,All-weather,MekongFit MA-03 + MekongFit MA-05
0.058823529411764705,"frozenset({'UrbanVN MA-09', 'MekongFit MA-10'})",2,All-weather,MekongFit MA-10 + UrbanVN MA-09
0.058823529411764705,"frozenset({'MekongFit MA-11', 'UrbanVN MA-13'})",2,All-weather,MekongFit MA-11 + UrbanVN MA-13
0.058823529411764705,"frozenset({'VietMotion MA-11', 'MekongFit MA-11'})",2,All-weather,MekongFit MA-11 + VietMotion MA-11
0.058823529411764705,"frozenset({'UrbanVN MA-02', 'UrbanVN MA-13'})",2,All-weather,UrbanVN MA-02 + UrbanVN MA-13
0.058823529411764705,"frozenset({'UrbanVN MA-08', 'VietMotion MA-06'})",2,All-weather,UrbanVN MA-08 + VietMotion MA-06
0.058823529411764705,"frozenset({'VietMotion MA-16', 'VietMotion MA-03'})",2,All-weather,VietMotion MA-03 + VietMotion MA-16
0.003257328990228013,"frozenset({'SaigonFlex UM-43', 'SaigonFlex UM-38', 'SaigonFlex UM-01'})",3,Balanced,SaigonFlex UM-01 + SaigonFlex UM-38 + SaigonFlex UM-43
0.003257328990228013,"frozenset({'SaigonFlex UM-11', 'SaigonFlex UM-54', 'SaigonFlex UM-61'})",3,Balanced,SaigonFlex UM-11 + SaigonFlex UM-54 + SaigonFlex UM-61
0.03257328990228013,"frozenset({'SaigonFlex UM-43', 'SaigonFlex UM-92'})",2,Balanced,SaigonFlex UM-43 + SaigonFlex UM-92
0.03257328990228013,"frozenset({'SaigonFlex UM-43', 'SaigonFlex UM-96'})",2,Balanced,SaigonFlex UM-43 + SaigonFlex UM-96
0.026058631921824105,"frozenset({'SaigonFlex UM-96', 'SaigonFlex UM-72'})",2,Balanced,SaigonFlex UM-72 + SaigonFlex UM-96
0.02280130293159609,"frozenset({'SaigonFlex UM-96', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-96
0.02280130293159609,"frozenset({'SaigonFlex UM-48', 'SaigonFlex UM-38'})",2,Balanced,SaigonFlex UM-38 + SaigonFlex UM-48
0.02280130293159609,"frozenset({'SaigonFlex UM-96', 'SaigonFlex UM-92'})",2,Balanced,SaigonFlex UM-92 + SaigonFlex UM-96
0.019543973941368076,"frozenset({'SaigonFlex UM-80', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-80
0.016286644951140065,"frozenset({'SaigonFlex UM-43', 'SaigonFlex UM-38'})",2,Balanced,SaigonFlex UM-38 + SaigonFlex UM-43
0.013029315960912053,"frozenset({'SaigonFlex UM-43', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-43
0.013029315960912053,"frozenset({'SaigonFlex UM-07', 'SaigonFlex UM-76'})",2,Balanced,SaigonFlex UM-07 + SaigonFlex UM-76
0.013029315960912053,"frozenset({'SaigonFlex UM-11', 'SaigonFlex UM-54'})",2,Balanced,SaigonFlex UM-11 + SaigonFlex UM-54
0.013029315960912053,"frozenset({'SaigonFlex UM-80', 'SaigonFlex UM-50'})",2,Balanced,SaigonFlex UM-50 + SaigonFlex UM-80
0.013029315960912053,"frozenset({'SaigonFlex UM-54', 'SaigonFlex UM-66'})",2,Balanced,SaigonFlex UM-54 + SaigonFlex UM-66
0.013029315960912053,"frozenset({'SaigonFlex UM-54', 'SaigonFlex UM-75'})",2,Balanced,SaigonFlex UM-54 + SaigonFlex UM-75
0.009771986970684038,"frozenset({'SaigonFlex UM-01', 'SaigonFlex UM-04'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-04
0.009771986970684038,"frozenset({'SaigonFlex UM-01', 'SaigonFlex UM-15'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-15
0.009771986970684038,"frozenset({'SaigonFlex UM-37', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-37
0.009771986970684038,"frozenset({'SaigonFlex UM-01', 'SaigonFlex UM-50'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-50
0.009771986970684038,"frozenset({'SaigonFlex UM-50', 'SaigonFlex UM-04'})",2,Balanced,SaigonFlex UM-04 + SaigonFlex UM-50
0.009771986970684038,"frozenset({'SaigonFlex UM-96', 'SaigonFlex UM-04'})",2,Balanced,SaigonFlex UM-04 + SaigonFlex UM-96
0.009771986970684038,"frozenset({'SaigonFlex UM-11', 'SaigonFlex UM-62'})",2,Balanced,SaigonFlex UM-11 + SaigonFlex UM-62
0.009771986970684038,"frozenset({'SaigonFlex UM-80', 'SaigonFlex UM-14'})",2,Balanced,SaigonFlex UM-14 + SaigonFlex UM-80
0.009771986970684038,"frozenset({'SaigonFlex UM-37', 'SaigonFlex UM-15'})",2,Balanced,SaigonFlex UM-15 + SaigonFlex UM-37
0.009771986970684038,"frozenset({'SaigonFlex UM-96', 'SaigonFlex UM-38'})",2,Balanced,SaigonFlex UM-38 + SaigonFlex UM-96
0.009771986970684038,"frozenset({'SaigonFlex UM-96', 'SaigonFlex UM-54'})",2,Balanced,SaigonFlex UM-54 + SaigonFlex UM-96
0.009771986970684038,"frozenset({'SaigonFlex UM-75', 'SaigonFlex UM-66'})",2,Balanced,SaigonFlex UM-66 + SaigonFlex UM-75
0.006514657980456026,"frozenset({'BambooCraft UM-13', 'HanoiStreet UM-10'})",2,Balanced,BambooCraft UM-13 + HanoiStreet UM-10
0.006514657980456026,"frozenset({'HanoiStreet UM-03', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-03 + HanoiStreet UM-10
0.006514657980456026,"frozenset({'HanoiStreet UM-03', 'HanoiStreet UM-23'})",2,Balanced,HanoiStreet UM-03 + HanoiStreet UM-23
0.006514657980456026,"frozenset({'SaigonFlex UM-54', 'HanoiStreet UM-03'})",2,Balanced,HanoiStreet UM-03 + SaigonFlex UM-54
0.006514657980456026,"frozenset({'SaigonFlex UM-96', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-96
0.006514657980456026,"frozenset({'UrbanVN UM-02', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + UrbanVN UM-02
0.006514657980456026,"frozenset({'SaigonFlex UM-05', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-05
0.006514657980456026,"frozenset({'SaigonFlex UM-27', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-27
0.006514657980456026,"frozenset({'SaigonFlex UM-38', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-38
0.006514657980456026,"frozenset({'SaigonFlex UM-48', 'SaigonFlex UM-01'})",2,Balanced,SaigonFlex UM-01 + SaigonFlex UM-48
0.006514657980456026,"frozenset({'SaigonFlex UM-04', 'SaigonFlex UM-14'})",2,Balanced,SaigonFlex UM-04 + SaigonFlex UM-14
0.006514657980456026,"frozenset({'SaigonFlex UM-04', 'SaigonFlex UM-15'})",2,Balanced,SaigonFlex UM-04 + SaigonFlex UM-15
0.006514657980456026,"frozenset({'SaigonFlex UM-27', 'SaigonFlex UM-04'})",2,Balanced,SaigonFlex UM-04 + SaigonFlex UM-27
0.006514657980456026,"frozenset({'SaigonFlex UM-07', 'SaigonFlex UM-12'})",2,Balanced,SaigonFlex UM-07 + SaigonFlex UM-12
0.006514657980456026,"frozenset({'SaigonFlex UM-38', 'SaigonFlex UM-15'})",2,Balanced,SaigonFlex UM-15 + SaigonFlex UM-38
0.006514657980456026,"frozenset({'SaigonFlex UM-72', 'SaigonFlex UM-15'})",2,Balanced,SaigonFlex UM-15 + SaigonFlex UM-72
0.006514657980456026,"frozenset({'SaigonFlex UM-37', 'SaigonFlex UM-50'})",2,Balanced,SaigonFlex UM-37 + SaigonFlex UM-50
0.006514657980456026,"frozenset({'SaigonFlex UM-37', 'SaigonFlex UM-80'})",2,Balanced,SaigonFlex UM-37 + SaigonFlex UM-80
0.006514657980456026,"frozenset({'SaigonFlex UM-43', 'SaigonFlex UM-48'})",2,Balanced,SaigonFlex UM-43 + SaigonFlex UM-48
0.006514657980456026,"frozenset({'SaigonFlex UM-48', 'SaigonFlex UM-50'})",2,Balanced,SaigonFlex UM-48 + SaigonFlex UM-50
0.006514657980456026,"frozenset({'SaigonFlex UM-61', 'SaigonFlex UM-54'})",2,Balanced,SaigonFlex UM-54 + SaigonFlex UM-61
0.006514657980456026,"frozenset({'UrbanVN UM-02', 'UrbanVN UM-01'})",2,Balanced,UrbanVN UM-01 + UrbanVN UM-02
0.003257328990228013,"frozenset({'BambooCraft UM-09', 'SaigonFlex UM-12'})",2,Balanced,BambooCraft UM-09 + SaigonFlex UM-12
0.003257328990228013,"frozenset({'BambooCraft UM-13', 'MekongFit UM-14'})",2,Balanced,BambooCraft UM-13 + MekongFit UM-14
0.003257328990228013,"frozenset({'BambooCraft UM-13', 'SaigonFlex UM-24'})",2,Balanced,BambooCraft UM-13 + SaigonFlex UM-24
0.003257328990228013,"frozenset({'BambooCraft UM-16', 'SaigonFlex UM-98'})",2,Balanced,BambooCraft UM-16 + SaigonFlex UM-98
0.003257328990228013,"frozenset({'BambooCraft UM-17', 'SaigonFlex UM-36'})",2,Balanced,BambooCraft UM-17 + SaigonFlex UM-36
0.003257328990228013,"frozenset({'SaigonFlex UM-43', 'BambooCraft UM-17'})",2,Balanced,BambooCraft UM-17 + SaigonFlex UM-43
0.003257328990228013,"frozenset({'SaigonFlex UM-96', 'BambooCraft UM-17'})",2,Balanced,BambooCraft UM-17 + SaigonFlex UM-96
0.003257328990228013,"frozenset({'SaigonFlex UM-43', 'BambooCraft UM-19'})",2,Balanced,BambooCraft UM-19 + SaigonFlex UM-43
0.003257328990228013,"frozenset({'BambooCraft UM-19', 'SaigonFlex UM-48'})",2,Balanced,BambooCraft UM-19 + SaigonFlex UM-48
0.003257328990228013,"frozenset({'DragonWear UM-19', 'DragonWear UM-30'})",2,Balanced,DragonWear UM-19 + DragonWear UM-30
0.003257328990228013,"frozenset({'DragonWear UM-19', 'SaigonFlex UM-92'})",2,Balanced,DragonWear UM-19 + SaigonFlex UM-92
0.003257328990228013,"frozenset({'UrbanVN UM-02', 'DragonWear UM-19'})",2,Balanced,DragonWear UM-19 + UrbanVN UM-02
0.003257328990228013,"frozenset({'DragonWear UM-20', 'DragonWear UM-42'})",2,Balanced,DragonWear UM-20 + DragonWear UM-42
0.003257328990228013,"frozenset({'SaigonFlex UM-80', 'DragonWear UM-20'})",2,Balanced,DragonWear UM-20 + SaigonFlex UM-80
0.003257328990228013,"frozenset({'DragonWear UM-21', 'SaigonFlex UM-07'})",2,Balanced,DragonWear UM-21 + SaigonFlex UM-07
0.003257328990228013,"frozenset({'SaigonFlex UM-01', 'DragonWear UM-30'})",2,Balanced,DragonWear UM-30 + SaigonFlex UM-01
0.003257328990228013,"frozenset({'HanoiStreet UM-03', 'DragonWear UM-42'})",2,Balanced,DragonWear UM-42 + HanoiStreet UM-03
0.003257328990228013,"frozenset({'SaigonFlex UM-15', 'DragonWear UM-42'})",2,Balanced,DragonWear UM-42 + SaigonFlex UM-15
0.003257328990228013,"frozenset({'SaigonFlex UM-38', 'DragonWear UM-42'})",2,Balanced,DragonWear UM-42 + SaigonFlex UM-38
0.003257328990228013,"frozenset({'SaigonFlex UM-43', 'DragonWear UM-42'})",2,Balanced,DragonWear UM-42 + SaigonFlex UM-43
0.003257328990228013,"frozenset({'SaigonFlex UM-48', 'DragonWear UM-42'})",2,Balanced,DragonWear UM-42 + SaigonFlex UM-48
0.003257328990228013,"frozenset({'SaigonFlex UM-43', 'HanoiStreet UM-03'})",2,Balanced,HanoiStreet UM-03 + SaigonFlex UM-43
0.003257328990228013,"frozenset({'UrbanVN UM-02', 'HanoiStreet UM-03'})",2,Balanced,HanoiStreet UM-03 + UrbanVN UM-02
0.003257328990228013,"frozenset({'HanoiStreet UM-06', 'SaigonFlex UM-54'})",2,Balanced,HanoiStreet UM-06 + SaigonFlex UM-54
0.003257328990228013,"frozenset({'IndigoViet UM-04', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + IndigoViet UM-04
0.003257328990228013,"frozenset({'MekongFit UM-11', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + MekongFit UM-11
0.003257328990228013,"frozenset({'SaigonFlex UM-01', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-01
0.003257328990228013,"frozenset({'SaigonFlex UM-04', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-04
0.003257328990228013,"frozenset({'SaigonFlex UM-27', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-27
0.003257328990228013,"frozenset({'SaigonFlex UM-38', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-38
0.003257328990228013,"frozenset({'SaigonFlex UM-62', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-62
0.003257328990228013,"frozenset({'SaigonFlex UM-72', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-72
0.003257328990228013,"frozenset({'SaigonFlex UM-80', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + SaigonFlex UM-80
0.003257328990228013,"frozenset({'VietMotion UM-01', 'HanoiStreet UM-10'})",2,Balanced,HanoiStreet UM-10 + VietMotion UM-01
